system:index,EVI,HHpalsarLdiffWetDry,NDMI,NDWI,PDSI,VPD,aspect,canopyCover,distanceBambooForest,distanceBurn1yrBefore,distanceBurn2yrBefore,distanceDryDipterocarpForest,distanceDryEvergreenForest,distanceEucalyptusPlantation,distanceHillEvergreenForest,distanceMaize,distanceOldClearing,distancePineForest,distanceRice,distanceRoads,distanceSPKKTC,distanceSecondaryGrowthForest,distanceSettlements,distanceSugarcane,distanceTeakPlantation,distanceWater,elevation,precipitation,slope,soilMoisture,temperatureMax,.geo
0,3.3977267871891765,3.3831374856023624,3.2971264839928933,3.353026804420745,3.3543189354423153,3.339741167699645,3.3723846816576803,3.0701217689862252,3.3286949910132337,2.775182736807965,2.603557404632611,3.09471843982954,3.2572182622031067,3.342344037176866,3.174682379120447,2.8121381983277347,3.2679599429257205,3.3901818403684154,2.805554441740925,3.2223720871373587,3.279776679708996,3.4403848483733945,3.284534980053161,3.3231180429211307,3.2975995145784838,3.2453376857106147,3.256331936575311,3.3548457111119645,3.3327120730202235,3.3341413008164342,3.209028350855313,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
