system:index,classification,fireBinary,year,.geo
1_000000000000000002d3,0.4115845999754431,0,2017.0,"{""type"":""Point"",""coordinates"":[99.0594739126287,19.572042412321522]}"
1_0000000000000000038b,0.6436084373868659,1,2017.0,"{""type"":""Point"",""coordinates"":[99.14032187382874,19.51545196085224]}"
1_00000000000000000390,0.7784823381472412,1,2017.0,"{""type"":""Point"",""coordinates"":[100.78693411983471,18.23265776979693]}"
1_000000000000000003ca,0.7528550407789907,1,2017.0,"{""type"":""Point"",""coordinates"":[97.93837564397344,17.55352776115501]}"
1_00000000000000000488,0.6348162437527866,1,2017.0,"{""type"":""Point"",""coordinates"":[101.03217130047106,18.609946769030035]}"
1_00000000000000000403,0.6014215015308019,1,2017.0,"{""type"":""Point"",""coordinates"":[98.89508023409131,16.07670024686006]}"
1_00000000000000000280,0.6475181401136046,0,2017.0,"{""type"":""Point"",""coordinates"":[98.86812942732429,15.712882191909411]}"
1_00000000000000000428,0.7136148123069972,1,2017.0,"{""type"":""Point"",""coordinates"":[99.62271634399264,20.046352532275503]}"
1_000000000000000002e2,0.1305170596467197,0,2017.0,"{""type"":""Point"",""coordinates"":[99.69817325201903,19.404955436747848]}"
1_00000000000000000475,0.7493606218897911,1,2017.0,"{""type"":""Point"",""coordinates"":[98.53126217914067,17.332543631148344]}"
1_00000000000000000457,0.25319823243474604,1,2017.0,"{""type"":""Point"",""coordinates"":[98.62558554372423,17.089999747548262]}"
1_000000000000000002cd,0.48848909180410394,0,2017.0,"{""type"":""Point"",""coordinates"":[99.89760208753336,20.119116143265632]}"
1_00000000000000000259,0.5300431704477118,0,2017.0,"{""type"":""Point"",""coordinates"":[99.76554580983554,19.744520441068808]}"
1_00000000000000000284,0.5409361138152019,0,2017.0,"{""type"":""Point"",""coordinates"":[100.2910642462873,19.44807494393467]}"
1_000000000000000003d1,0.8954107488444799,1,2017.0,"{""type"":""Point"",""coordinates"":[99.75746145962565,18.197622612820002]}"
1_000000000000000003fb,0.8420467004669941,1,2017.0,"{""type"":""Point"",""coordinates"":[100.1051108141565,18.81206890158063]}"
1_00000000000000000275,0.08729750031417177,0,2017.0,"{""type"":""Point"",""coordinates"":[99.01904770247818,15.378708240762068]}"
1_000000000000000002ac,0.17680169374744903,0,2017.0,"{""type"":""Point"",""coordinates"":[98.12163131996691,18.9791558771543]}"
1_00000000000000000375,0.4095889116776996,0,2017.0,"{""type"":""Point"",""coordinates"":[98.71182455809785,15.607776720978636]}"
1_00000000000000000376,0.06359315669155526,0,2017.0,"{""type"":""Point"",""coordinates"":[98.70374020788796,18.74469634376412]}"
1_0000000000000000025e,0.07359742446190737,0,2017.0,"{""type"":""Point"",""coordinates"":[100.49318191973684,18.75817174714763]}"
1_00000000000000000366,0.051383002719094656,0,2017.0,"{""type"":""Point"",""coordinates"":[99.03252310586169,16.04166508988314]}"
1_0000000000000000028d,0.5532811497794304,0,2017.0,"{""type"":""Point"",""coordinates"":[100.67913535186764,19.240566217311514]}"
2_000000000000000005a4,0.4245837345950248,0,2018.0,"{""type"":""Point"",""coordinates"":[98.8735204804979,17.37566313833516]}"
2_000000000000000005be,0.45099740161757196,0,2018.0,"{""type"":""Point"",""coordinates"":[99.8032787229498,18.316199028033232]}"
2_000000000000000006bf,0.7994172736356439,1,2018.0,"{""type"":""Point"",""coordinates"":[98.94628409148805,16.817811760144874]}"
2_000000000000000004f0,0.4886082017401443,0,2018.0,"{""type"":""Point"",""coordinates"":[99.18613467805184,16.666893484991]}"
2_00000000000000000605,0.7295142988517173,1,2018.0,"{""type"":""Point"",""coordinates"":[99.31010214643868,16.90404631541746]}"
2_0000000000000000051f,0.6286230077145861,0,2018.0,"{""type"":""Point"",""coordinates"":[101.00522495280508,18.612644525167372]}"
2_0000000000000000053c,0.4846916380339011,0,2018.0,"{""type"":""Point"",""coordinates"":[98.44232986773075,17.928127922452898]}"
2_000000000000000006bd,0.36826494109508384,1,2018.0,"{""type"":""Point"",""coordinates"":[98.26715854194717,17.243611319738417]}"
2_000000000000000006d1,0.676871009917775,1,2018.0,"{""type"":""Point"",""coordinates"":[98.39112601033403,18.20301366599362]}"
2_00000000000000000621,0.8889075933945931,1,2018.0,"{""type"":""Point"",""coordinates"":[98.6201944905506,18.332367728453033]}"
2_000000000000000006c0,0.7871193972692433,1,2018.0,"{""type"":""Point"",""coordinates"":[99.18074362487822,16.833980460564664]}"
2_000000000000000006ea,0.8576221682923132,1,2018.0,"{""type"":""Point"",""coordinates"":[99.68469784863552,18.167978509016695]}"
2_000000000000000005ae,0.23169687908845626,0,2018.0,"{""type"":""Point"",""coordinates"":[99.95958359217626,18.71774553699709]}"
2_0000000000000000068d,0.6574485925807632,1,2018.0,"{""type"":""Point"",""coordinates"":[98.62019449055059,18.405131339443162]}"
2_00000000000000000578,0.4660431260195959,0,2018.0,"{""type"":""Point"",""coordinates"":[100.30992624374338,19.148936149764253]}"
2_0000000000000000069d,0.6511672423263642,1,2018.0,"{""type"":""Point"",""coordinates"":[101.05373105406447,18.539880914177242]}"
2_00000000000000000516,0.25383088617063965,0,2018.0,"{""type"":""Point"",""coordinates"":[100.20212747577632,18.488677056780528]}"
2_00000000000000000527,0.11315374859604249,0,2018.0,"{""type"":""Point"",""coordinates"":[99.77902121321905,19.37261803590826]}"
2_00000000000000000562,0.3110328394607801,0,2018.0,"{""type"":""Point"",""coordinates"":[99.90568643774326,19.749911494242422]}"
2_0000000000000000060c,0.559890818454412,1,2018.0,"{""type"":""Point"",""coordinates"":[99.8733445778026,19.05191948814443]}"
2_0000000000000000060a,0.6712027492647951,1,2018.0,"{""type"":""Point"",""coordinates"":[99.62810739716623,19.83345275247873]}"
2_0000000000000000058e,0.2723632951736825,0,2018.0,"{""type"":""Point"",""coordinates"":[99.99731204618945,18.909085563200453]}"
2_000000000000000005f2,0.733332491408212,1,2018.0,"{""type"":""Point"",""coordinates"":[99.18882797508813,17.327152577974726]}"
2_00000000000000000625,0.9173715517117066,1,2018.0,"{""type"":""Point"",""coordinates"":[98.62827884076049,17.618207021935245]}"
2_00000000000000000651,0.7661844489055178,1,2018.0,"{""type"":""Point"",""coordinates"":[98.68487375133083,16.467464649476682]}"
2_00000000000000000629,0.7893161509120749,1,2018.0,"{""type"":""Point"",""coordinates"":[98.79806357247149,16.38931444441399]}"
2_000000000000000006d5,0.8605947608978884,1,2018.0,"{""type"":""Point"",""coordinates"":[98.77380606274076,16.74774144619102]}"
2_00000000000000000531,0.09548131412711257,0,2018.0,"{""type"":""Point"",""coordinates"":[99.33166190003212,18.49406810995414]}"
2_00000000000000000565,0.2304080766423572,0,2018.0,"{""type"":""Point"",""coordinates"":[101.20734262625463,19.02227538434112]}"
2_00000000000000000577,0.3296363161736064,0,2018.0,"{""type"":""Point"",""coordinates"":[99.42329196757936,19.898132013258962]}"
2_000000000000000004c6,0.22008311454284113,0,2018.0,"{""type"":""Point"",""coordinates"":[97.8305768760064,18.777033744603706]}"
2_00000000000000000512,0.09369415987452316,0,2018.0,"{""type"":""Point"",""coordinates"":[98.08928946002628,18.335065484590366]}"
2_00000000000000000564,0.4406548942873271,0,2018.0,"{""type"":""Point"",""coordinates"":[99.4960555785695,19.081563591947745]}"
2_0000000000000000063c,0.3916780795188877,1,2018.0,"{""type"":""Point"",""coordinates"":[97.91681589038005,18.23535106683321]}"
2_000000000000000006e1,0.8136314819463,1,2018.0,"{""type"":""Point"",""coordinates"":[97.98688174523285,19.09503899533125]}"
2_000000000000000006c7,0.7389340794378352,1,2018.0,"{""type"":""Point"",""coordinates"":[98.98401254550126,17.99010942709579]}"
2_000000000000000005d0,0.20424308660574975,0,2018.0,"{""type"":""Point"",""coordinates"":[99.53917062665525,19.283685724498337]}"
2_00000000000000000610,0.8667900707359003,1,2018.0,"{""type"":""Point"",""coordinates"":[99.30471109326507,17.809551507239664]}"
2_000000000000000006a5,0.8747165744735513,1,2018.0,"{""type"":""Point"",""coordinates"":[98.74955301211105,17.987416130059508]}"
2_0000000000000000060f,0.9214479917896111,1,2018.0,"{""type"":""Point"",""coordinates"":[98.61211014034069,17.723312492866018]}"
2_0000000000000000053b,0.18297987063400492,0,2018.0,"{""type"":""Point"",""coordinates"":[99.73051511195969,19.342973932104954]}"
2_00000000000000000566,0.764034370699404,0,2018.0,"{""type"":""Point"",""coordinates"":[98.97053714211775,17.12503490452519]}"
2_000000000000000006d6,0.35634263366219043,1,2018.0,"{""type"":""Point"",""coordinates"":[99.14032187382875,18.221875663449694]}"
2_000000000000000005eb,0.739592268725996,1,2018.0,"{""type"":""Point"",""coordinates"":[98.78728146612427,16.014714283116113]}"
2_0000000000000000061f,0.8298386251398763,1,2018.0,"{""type"":""Point"",""coordinates"":[98.76302841549457,16.405483144833784]}"
2_000000000000000004de,0.3198273081496327,0,2018.0,"{""type"":""Point"",""coordinates"":[98.58516379267472,16.957947928951516]}"
2_0000000000000000063f,0.8959983578730568,1,2018.0,"{""type"":""Point"",""coordinates"":[99.21038772868152,17.232829213391188]}"
2_000000000000000006f5,0.45216044443414916,1,2018.0,"{""type"":""Point"",""coordinates"":[99.17535703080566,18.642288628970682]}"
2_00000000000000000706,0.7722689213293652,1,2018.0,"{""type"":""Point"",""coordinates"":[99.12414871430789,17.645157828702274]}"
2_000000000000000005d3,0.1815990727455124,0,2018.0,"{""type"":""Point"",""coordinates"":[99.95149924196635,19.844234858825967]}"
2_000000000000000005bd,0.06262237152413294,0,2018.0,"{""type"":""Point"",""coordinates"":[99.09181131346831,18.822851007927863]}"
2_00000000000000000608,0.7123578361573566,1,2018.0,"{""type"":""Point"",""coordinates"":[98.46658291836044,18.122161245692535]}"
2_0000000000000000051d,0.21707037304924343,0,2018.0,"{""type"":""Point"",""coordinates"":[99.62271634399262,17.928127922452894]}"
2_000000000000000005c1,0.48201545675511004,0,2018.0,"{""type"":""Point"",""coordinates"":[99.69547995498274,17.763734243915508]}"
2_00000000000000000609,0.7836054435810468,1,2018.0,"{""type"":""Point"",""coordinates"":[100.65757559827424,18.127552298866156]}"
2_00000000000000000617,0.8217715318746479,1,2018.0,"{""type"":""Point"",""coordinates"":[99.339746250242,16.995676382964724]}"
2_000000000000000006f3,0.8772094265470897,1,2018.0,"{""type"":""Point"",""coordinates"":[98.72799325851766,18.00089153344302]}"
2_00000000000000000655,0.811036326381885,1,2018.0,"{""type"":""Point"",""coordinates"":[100.24794473910048,18.688101433193783]}"
2_0000000000000000052f,0.3650803561937848,0,2018.0,"{""type"":""Point"",""coordinates"":[100.0835510605631,20.084085445389764]}"
2_000000000000000005af,0.7546800547275586,0,2018.0,"{""type"":""Point"",""coordinates"":[99.29662674305519,17.645157828702274]}"
2_00000000000000000553,0.7023414996486605,0,2018.0,"{""type"":""Point"",""coordinates"":[98.9867103016386,19.475025750701697]}"
2_0000000000000000056d,0.6117582021887449,0,2018.0,"{""type"":""Point"",""coordinates"":[99.28584909580901,17.89578606251225]}"
2_0000000000000000067b,0.8464984695760016,1,2018.0,"{""type"":""Point"",""coordinates"":[98.94089303831441,18.367402885429954]}"
2_000000000000000006d8,0.700996022475814,1,2018.0,"{""type"":""Point"",""coordinates"":[98.98131924846497,16.9525568757779]}"
2_00000000000000000586,0.2052787857709506,0,2018.0,"{""type"":""Point"",""coordinates"":[100.8084938734281,19.014191034131226]}"
2_000000000000000006b0,0.32922306303939963,1,2018.0,"{""type"":""Point"",""coordinates"":[100.8408312742677,19.41573754309508]}"
2_00000000000000000534,0.4596320897571012,0,2018.0,"{""type"":""Point"",""coordinates"":[99.29123568988156,17.329850334112063]}"
2_0000000000000000056f,0.7102312267177653,0,2018.0,"{""type"":""Point"",""coordinates"":[100.87586643124463,18.898307915954273]}"
2_00000000000000000653,0.7307205461128524,1,2018.0,"{""type"":""Point"",""coordinates"":[100.7950184700446,18.073655144433157]}"
2_000000000000000006b7,0.5751273893676223,1,2018.0,"{""type"":""Point"",""coordinates"":[98.21595468455047,18.28116387105631]}"
2_000000000000000006da,0.41115257366147145,1,2018.0,"{""type"":""Point"",""coordinates"":[99.63888504441242,17.909261465895764]}"
2_000000000000000006f9,0.8996291769162873,1,2018.0,"{""type"":""Point"",""coordinates"":[100.94863004223475,18.407829095580496]}"
2_000000000000000006b3,0.7756475379351352,1,2018.0,"{""type"":""Point"",""coordinates"":[99.46910477180246,19.830759455442447]}"
2_000000000000000005fd,0.4204866126635183,1,2018.0,"{""type"":""Point"",""coordinates"":[97.89794943382292,17.96316307942982]}"
2_00000000000000000551,0.29240358983289,0,2018.0,"{""type"":""Point"",""coordinates"":[98.16744412419003,18.62611992855089]}"
2_00000000000000000590,0.09071940589815522,0,2018.0,"{""type"":""Point"",""coordinates"":[98.66062070070113,19.008799980957612]}"
2_00000000000000000599,0.4569583158521701,0,2018.0,"{""type"":""Point"",""coordinates"":[97.8548299266361,19.342973932104954]}"
2_000000000000000005aa,0.19038124660079517,0,2018.0,"{""type"":""Point"",""coordinates"":[98.14049777652404,18.917174372511404]}"
2_000000000000000005f6,0.2575598936406253,1,2018.0,"{""type"":""Point"",""coordinates"":[98.43424551752085,17.133119254735078]}"
2_00000000000000000628,0.5347576268900273,1,2018.0,"{""type"":""Point"",""coordinates"":[98.36687295970434,18.874054865324585]}"
2_00000000000000000513,0.29761782669460646,0,2018.0,"{""type"":""Point"",""coordinates"":[98.45849856815053,18.80129125433445]}"
2_000000000000000005cb,0.09019934286176023,0,2018.0,"{""type"":""Point"",""coordinates"":[98.8977735311276,18.795900201160837]}"
2_000000000000000006ad,0.8001842717990735,1,2018.0,"{""type"":""Point"",""coordinates"":[99.54725943596621,18.852495111731173]}"
2_00000000000000000691,0.25639676741592454,1,2018.0,"{""type"":""Point"",""coordinates"":[98.8142322728913,19.42382189330498]}"
2_000000000000000006be,0.6170675243761506,1,2018.0,"{""type"":""Point"",""coordinates"":[100.12667056774993,17.936212272662793]}"
2_0000000000000000066b,0.7952046395375885,1,2018.0,"{""type"":""Point"",""coordinates"":[97.95723764142953,18.34045207866293]}"
2_0000000000000000066a,0.9177486368854754,1,2018.0,"{""type"":""Point"",""coordinates"":[97.69044070719977,18.28655492422993]}"
2_00000000000000000543,0.28902917533421757,0,2018.0,"{""type"":""Point"",""coordinates"":[100.75459225989405,18.96028942059717]}"
2_00000000000000000545,0.5897854062683368,0,2018.0,"{""type"":""Point"",""coordinates"":[97.9060337840328,18.841713005383937]}"
2_00000000000000000549,0.3854263348467611,0,2018.0,"{""type"":""Point"",""coordinates"":[98.17283517736364,17.467293205882424]}"
2_0000000000000000059d,0.5825781366391127,0,2018.0,"{""type"":""Point"",""coordinates"":[100.4877953256643,18.685408136157506]}"
2_000000000000000005ec,0.6262885956966368,1,2018.0,"{""type"":""Point"",""coordinates"":[98.42346341117361,17.154679008328497]}"
2_000000000000000005f1,0.6048368477482609,1,2018.0,"{""type"":""Point"",""coordinates"":[98.1081559165834,18.777033744603706]}"
2_00000000000000000604,0.8026638587026101,1,2018.0,"{""type"":""Point"",""coordinates"":[101.00252719666774,18.57760936819045]}"
2_00000000000000000676,0.7541278123853942,1,2018.0,"{""type"":""Point"",""coordinates"":[101.01600260005127,18.612644525167372]}"
2_000000000000000006b6,0.788085005389848,1,2018.0,"{""type"":""Point"",""coordinates"":[100.37999655769723,19.749911494242422]}"
2_000000000000000006ba,0.5973152239268854,1,2018.0,"{""type"":""Point"",""coordinates"":[100.49587967587419,19.060003838354334]}"
2_000000000000000006ef,0.725729863401766,1,2018.0,"{""type"":""Point"",""coordinates"":[98.16205307101642,19.609775325435777]}"
2_00000000000000000624,0.23255228450616722,1,2018.0,"{""type"":""Point"",""coordinates"":[98.63636765007145,16.98489427661749]}"
2_00000000000000000550,0.3814056304614203,0,2018.0,"{""type"":""Point"",""coordinates"":[98.00305490475368,18.583000421364062]}"
2_000000000000000004d0,0.38039697191122734,0,2018.0,"{""type"":""Point"",""coordinates"":[97.88717178657674,18.841713005383937]}"
2_00000000000000000591,0.3406271276491302,0,2018.0,"{""type"":""Point"",""coordinates"":[98.15396872080652,18.618035578340987]}"
2_0000000000000000059f,0.4757733433586343,0,2018.0,"{""type"":""Point"",""coordinates"":[98.85465848304185,15.672455981758866]}"
2_000000000000000006cf,0.8368752682653028,1,2018.0,"{""type"":""Point"",""coordinates"":[97.89794943382292,19.208224357370874]}"
2_0000000000000000053a,0.29180032245055787,0,2018.0,"{""type"":""Point"",""coordinates"":[100.44736911551374,20.06521898883263]}"
2_000000000000000004e6,0.22877248060461086,0,2018.0,"{""type"":""Point"",""coordinates"":[99.5930722401893,19.477719047737974]}"
2_000000000000000006d2,0.43800736935935586,1,2018.0,"{""type"":""Point"",""coordinates"":[99.21308548481888,18.337758781626647]}"
2_000000000000000004bd,0.4601267187803497,0,2018.0,"{""type"":""Point"",""coordinates"":[99.18882797508813,18.240742120006825]}"
2_000000000000000004e1,0.4740493262228342,0,2018.0,"{""type"":""Point"",""coordinates"":[99.88412668414982,18.704270133613576]}"
2_000000000000000004ea,0.7614116229931585,0,2018.0,"{""type"":""Point"",""coordinates"":[99.92724619133665,18.852495111731173]}"
2_00000000000000000592,0.16658488508258582,0,2018.0,"{""type"":""Point"",""coordinates"":[98.21056363137684,18.88213921553448]}"
2_000000000000000004f2,0.13814394041742306,0,2018.0,"{""type"":""Point"",""coordinates"":[99.77632791618277,20.054441341586454]}"
2_00000000000000000544,0.11439551126209078,0,2018.0,"{""type"":""Point"",""coordinates"":[98.97862595142868,15.548488513372021]}"
2_0000000000000000056a,0.12490112690454126,0,2018.0,"{""type"":""Point"",""coordinates"":[98.86812942732429,19.623246269718237]}"
2_0000000000000000056b,0.10679173982494623,0,2018.0,"{""type"":""Point"",""coordinates"":[98.37495730991422,19.636721673101754]}"
2_00000000000000000571,0.05989064074222416,0,2018.0,"{""type"":""Point"",""coordinates"":[99.00287900205838,15.96890147889301]}"
2_00000000000000000583,0.3354980258873051,0,2018.0,"{""type"":""Point"",""coordinates"":[98.03539230559328,19.671756830078674]}"
2_0000000000000000063a,0.41922506890496786,1,2018.0,"{""type"":""Point"",""coordinates"":[98.42077011413733,18.944120720177377]}"
2_00000000000000000518,0.14808302583399785,0,2018.0,"{""type"":""Point"",""coordinates"":[98.80884121971768,15.634727527745666]}"
3_0000000000000000074e,0.28910985124460514,0,2019.0,"{""type"":""Point"",""coordinates"":[100.04582260654988,18.987240227364204]}"
3_000000000000000007df,0.6631705722351771,0,2019.0,"{""type"":""Point"",""coordinates"":[99.13762411769142,17.08730199141092]}"
3_0000000000000000088f,0.7672063003438323,1,2019.0,"{""type"":""Point"",""coordinates"":[99.14032187382875,16.718097342387715]}"
3_00000000000000000946,0.7141581228168474,1,2019.0,"{""type"":""Point"",""coordinates"":[99.22386313206506,16.930997122184486]}"
3_000000000000000007d3,0.753370808231745,0,2019.0,"{""type"":""Point"",""coordinates"":[98.41537906096372,18.348540887973883]}"
3_0000000000000000085b,0.6237648328029437,1,2019.0,"{""type"":""Point"",""coordinates"":[99.1133710670617,19.410346489921466]}"
3_00000000000000000837,0.5969232725663829,1,2019.0,"{""type"":""Point"",""coordinates"":[99.25081393883207,16.73426604280751]}"
3_000000000000000008b3,0.437520735417033,1,2019.0,"{""type"":""Point"",""coordinates"":[99.11876212023532,17.478070853128603]}"
3_000000000000000007a6,0.6323576086563097,0,2019.0,"{""type"":""Point"",""coordinates"":[98.75763736232095,18.634204278760784]}"
3_0000000000000000084f,0.5962393586317715,1,2019.0,"{""type"":""Point"",""coordinates"":[100.05390695675977,19.367226982734643]}"
3_0000000000000000076e,0.31999591869280275,0,2019.0,"{""type"":""Point"",""coordinates"":[98.59324814288462,19.607077569298443]}"
3_00000000000000000940,0.6806775524160663,1,2019.0,"{""type"":""Point"",""coordinates"":[98.18091952757355,18.286554924229932]}"
3_0000000000000000072b,0.12229861703370774,0,2019.0,"{""type"":""Point"",""coordinates"":[98.95706619783527,19.469634697528083]}"
3_00000000000000000730,0.25705810356312947,0,2019.0,"{""type"":""Point"",""coordinates"":[99.13223752361884,17.50502165989563]}"
3_00000000000000000732,0.11852522879633018,0,2019.0,"{""type"":""Point"",""coordinates"":[99.36130600383541,20.014015131435915]}"
3_0000000000000000076f,0.14549480088773484,0,2019.0,"{""type"":""Point"",""coordinates"":[100.26680673655655,18.20301366599362]}"
3_00000000000000000776,0.08927406522245397,0,2019.0,"{""type"":""Point"",""coordinates"":[100.77345871645117,18.803984551370736]}"
3_00000000000000000785,0.30040961075413347,0,2019.0,"{""type"":""Point"",""coordinates"":[99.7682435659729,19.442688349862106]}"
3_000000000000000007f5,0.2302118569705654,0,2019.0,"{""type"":""Point"",""coordinates"":[100.03504050020265,19.108514398714764]}"
3_00000000000000000817,0.14718643790944003,0,2019.0,"{""type"":""Point"",""coordinates"":[100.29645084035985,18.30003032761344]}"
3_0000000000000000083e,0.2529988557331743,1,2019.0,"{""type"":""Point"",""coordinates"":[100.01887179978287,19.03844408476092]}"
3_0000000000000000086a,0.14162029803822668,1,2019.0,"{""type"":""Point"",""coordinates"":[99.8490915271729,20.25117242096343]}"
3_0000000000000000087e,0.6602637768484181,1,2019.0,"{""type"":""Point"",""coordinates"":[100.12667056774993,18.367402885429954]}"
3_0000000000000000090f,0.8863679042093592,1,2019.0,"{""type"":""Point"",""coordinates"":[98.43154776138353,18.26230187360024]}"
3_00000000000000000714,0.2012987398221286,0,2019.0,"{""type"":""Point"",""coordinates"":[100.21560287915985,20.024797237783147]}"
3_0000000000000000094d,0.8089126169602674,1,2019.0,"{""type"":""Point"",""coordinates"":[98.80884121971768,17.26247777629555]}"
3_00000000000000000757,0.5313903145071794,0,2019.0,"{""type"":""Point"",""coordinates"":[99.96227688921252,18.30542138078706]}"
3_0000000000000000078a,0.16440274462782045,0,2019.0,"{""type"":""Point"",""coordinates"":[98.10276486340979,18.51832116058383]}"
3_00000000000000000727,0.31362275444819687,0,2019.0,"{""type"":""Point"",""coordinates"":[98.08659616299,19.280987968360996]}"
3_0000000000000000088b,0.8760035594015725,1,2019.0,"{""type"":""Point"",""coordinates"":[98.90855563747483,16.944472525568003]}"
3_00000000000000000743,0.4012263204427343,0,2019.0,"{""type"":""Point"",""coordinates"":[99.13762411769142,17.89309276547597]}"
3_000000000000000007a9,0.3578161442683076,0,2019.0,"{""type"":""Point"",""coordinates"":[99.48258017518597,19.51006090767862]}"
3_000000000000000007f1,0.11059741833585993,0,2019.0,"{""type"":""Point"",""coordinates"":[99.10798001388811,19.736436090858913]}"
3_00000000000000000787,0.4975897348627872,0,2019.0,"{""type"":""Point"",""coordinates"":[98.52587112596706,17.89578606251225]}"
3_00000000000000000925,0.8745331211977462,1,2019.0,"{""type"":""Point"",""coordinates"":[98.44502316476704,18.184147209436485]}"
3_0000000000000000090b,0.6389843824063011,1,2019.0,"{""type"":""Point"",""coordinates"":[99.58229013384208,18.583000421364062]}"
3_0000000000000000087d,0.7167461659602563,1,2019.0,"{""type"":""Point"",""coordinates"":[99.32087979368488,16.860926808230644]}"
3_00000000000000000827,0.7099326872466792,0,2019.0,"{""type"":""Point"",""coordinates"":[100.42041830874672,19.11120769575105]}"
3_00000000000000000759,0.16109979262481197,0,2019.0,"{""type"":""Point"",""coordinates"":[99.92185513816304,19.062701594491664]}"
3_000000000000000008c6,0.33255418040748197,1,2019.0,"{""type"":""Point"",""coordinates"":[99.44215396503543,17.33524138728568]}"
3_0000000000000000087b,0.7416390094959003,1,2019.0,"{""type"":""Point"",""coordinates"":[99.53378403258269,19.25943267386864]}"
3_00000000000000000821,0.2969211746491602,0,2019.0,"{""type"":""Point"",""coordinates"":[100.40694290536321,18.36201183225634]}"
3_0000000000000000083b,0.8764774536013802,1,2019.0,"{""type"":""Point"",""coordinates"":[98.2806339453307,18.321590081206857]}"
3_0000000000000000080e,0.1460273978514729,0,2019.0,"{""type"":""Point"",""coordinates"":[99.5930722401893,18.728527643344325]}"
3_000000000000000007f6,0.7602432946157094,0,2019.0,"{""type"":""Point"",""coordinates"":[98.2725495951208,18.399744745370597]}"
3_000000000000000008f2,0.7622553692109075,1,2019.0,"{""type"":""Point"",""coordinates"":[97.92490024058995,18.49406810995414]}"
3_00000000000000000726,0.3585958838915132,0,2019.0,"{""type"":""Point"",""coordinates"":[101.15344547182163,19.105816642577434]}"
3_0000000000000000094a,0.7853941035885057,1,2019.0,"{""type"":""Point"",""coordinates"":[98.8438763766946,17.445733452289012]}"
3_00000000000000000863,0.8109691182424729,1,2019.0,"{""type"":""Point"",""coordinates"":[98.71721561127147,18.29194597740354]}"
3_00000000000000000941,0.7756482867055408,1,2019.0,"{""type"":""Point"",""coordinates"":[98.76033511845829,17.50502165989563]}"
3_00000000000000000844,0.7157782156518068,1,2019.0,"{""type"":""Point"",""coordinates"":[99.97305899555975,18.46441954704978]}"
3_000000000000000008cc,0.4738859560554766,1,2019.0,"{""type"":""Point"",""coordinates"":[100.31801059395329,19.086954645121356]}"
3_00000000000000000836,0.8373191188335759,1,2019.0,"{""type"":""Point"",""coordinates"":[99.45562936841894,17.941603325836407]}"
3_00000000000000000849,0.6576600497391337,1,2019.0,"{""type"":""Point"",""coordinates"":[100.22907828254334,18.91447661637407]}"
3_000000000000000008bc,0.5384322408539312,1,2019.0,"{""type"":""Point"",""coordinates"":[98.61480789647803,18.014366936826537]}"
3_000000000000000008bf,0.7268873078664196,1,2019.0,"{""type"":""Point"",""coordinates"":[99.37747470425519,17.448426749325293]}"
3_00000000000000000951,0.774543173717731,1,2019.0,"{""type"":""Point"",""coordinates"":[98.97323489825506,16.815114004007533]}"
3_0000000000000000078c,0.46822693618347727,0,2019.0,"{""type"":""Point"",""coordinates"":[98.10546261954713,17.445733452289012]}"
3_000000000000000008aa,0.597582506783261,1,2019.0,"{""type"":""Point"",""coordinates"":[98.0030549047537,19.100430048504876]}"
3_00000000000000000879,0.662450513285052,1,2019.0,"{""type"":""Point"",""coordinates"":[101.02947800343478,18.604560174957474]}"
3_0000000000000000086c,0.8460349701796008,1,2019.0,"{""type"":""Point"",""coordinates"":[98.32914004659007,18.313505730996955]}"
3_00000000000000000865,0.4965858400843849,1,2019.0,"{""type"":""Point"",""coordinates"":[99.63619174737613,20.191879754255766]}"
3_0000000000000000089a,0.6043642553020849,1,2019.0,"{""type"":""Point"",""coordinates"":[98.21056363137684,19.44538164689839]}"
3_00000000000000000722,0.24724032827940315,0,2019.0,"{""type"":""Point"",""coordinates"":[100.72225485905447,18.933343072931198]}"
3_00000000000000000749,0.7373447169906411,0,2019.0,"{""type"":""Point"",""coordinates"":[97.86022097980972,19.442688349862106]}"
3_0000000000000000075f,0.5701521083674692,0,2019.0,"{""type"":""Point"",""coordinates"":[98.45041421794065,18.860579461941064]}"
3_000000000000000007b3,0.254581668233495,0,2019.0,"{""type"":""Point"",""coordinates"":[98.40460141371754,17.297508474171423]}"
3_000000000000000007b6,0.4327061280882098,0,2019.0,"{""type"":""Point"",""coordinates"":[97.81171041944928,17.87961736209246]}"
3_000000000000000007be,0.18616250487071792,0,2019.0,"{""type"":""Point"",""coordinates"":[99.06486050670128,19.85231920903586]}"
3_000000000000000007d9,0.05064363745079395,0,2019.0,"{""type"":""Point"",""coordinates"":[98.61211014034069,19.148936149764253]}"
3_0000000000000000093c,0.5836499696506464,1,2019.0,"{""type"":""Point"",""coordinates"":[100.42311606488404,18.4455575495937]}"
3_00000000000000000901,0.5327062483293706,1,2019.0,"{""type"":""Point"",""coordinates"":[101.1399700684381,19.367226982734646]}"
3_0000000000000000078d,0.21095352024783726,0,2019.0,"{""type"":""Point"",""coordinates"":[98.784588169088,17.195100759377983]}"
3_000000000000000007c1,0.5443203170509623,0,2019.0,"{""type"":""Point"",""coordinates"":[100.70069510546105,18.952205070387272]}"
