system:index,classification,fireBinary,year,.geo
3_0000000000000000071c,0.2598143635623669,0,2019.0,"{""type"":""Point"",""coordinates"":[98.48275161878023,19.62055297268196]}"
3_000000000000000008b1,0.1883825575440304,1,2019.0,"{""type"":""Point"",""coordinates"":[98.08928946002628,18.83901970834766]}"
3_00000000000000000926,0.4038933100125754,1,2019.0,"{""type"":""Point"",""coordinates"":[97.98957950137017,17.567003164538527]}"
3_0000000000000000076b,0.6922564180662302,0,2019.0,"{""type"":""Point"",""coordinates"":[99.02713205268807,17.588562918131938]}"
3_00000000000000000772,0.2126850618456666,0,2019.0,"{""type"":""Point"",""coordinates"":[98.7899792222616,18.849797355593836]}"
3_00000000000000000938,0.8567376396170341,1,2019.0,"{""type"":""Point"",""coordinates"":[98.69026480450444,17.127728201561467]}"
3_0000000000000000081c,0.5725357734878928,0,2019.0,"{""type"":""Point"",""coordinates"":[100.70069510546105,19.148936149764253]}"
3_00000000000000000947,0.7472438112369688,1,2019.0,"{""type"":""Point"",""coordinates"":[97.94645999418334,18.477894950433292]}"
3_000000000000000007a2,0.6469737941786692,0,2019.0,"{""type"":""Point"",""coordinates"":[97.63923684980303,18.553356317560755]}"
3_00000000000000000857,0.7408797532426354,1,2019.0,"{""type"":""Point"",""coordinates"":[100.0835510605631,17.949687676046306]}"
3_000000000000000008f1,0.6357279231871419,1,2019.0,"{""type"":""Point"",""coordinates"":[98.99209689571114,15.747917348886336]}"
3_00000000000000000948,0.6813594561640107,1,2019.0,"{""type"":""Point"",""coordinates"":[99.8814289280125,17.9038748718232]}"
3_0000000000000000072e,0.20254169835409716,0,2019.0,"{""type"":""Point"",""coordinates"":[100.57133658390059,18.2137913132398]}"
3_00000000000000000809,0.3867114566610989,0,2019.0,"{""type"":""Point"",""coordinates"":[97.87908743636685,17.81224480427594]}"
3_00000000000000000841,0.7139114295002743,1,2019.0,"{""type"":""Point"",""coordinates"":[99.18074362487822,16.58334776765364]}"
3_0000000000000000085a,0.8502096089077554,1,2019.0,"{""type"":""Point"",""coordinates"":[99.6092409406091,18.650372979180577]}"
3_0000000000000000085c,0.7464998328990439,1,2019.0,"{""type"":""Point"",""coordinates"":[97.86561203298332,18.634204278760784]}"
3_0000000000000000086b,0.6155355225888919,1,2019.0,"{""type"":""Point"",""coordinates"":[99.05677615649137,16.674977835200895]}"
3_00000000000000000872,0.8786991550943082,1,2019.0,"{""type"":""Point"",""coordinates"":[98.40998800779012,19.480416803875315]}"
3_0000000000000000094c,0.5174290005135128,1,2019.0,"{""type"":""Point"",""coordinates"":[99.66583585117945,17.909261465895764]}"
3_00000000000000000719,0.2843052250356139,0,2019.0,"{""type"":""Point"",""coordinates"":[98.50431137237364,17.982025076885893]}"
3_0000000000000000083c,0.7145818937614709,1,2019.0,"{""type"":""Point"",""coordinates"":[97.66888095360636,18.42669109303657]}"
3_000000000000000008b8,0.33644152944463573,1,2019.0,"{""type"":""Point"",""coordinates"":[99.0837269632584,19.477719047737974]}"
3_000000000000000008ce,0.6965912977216437,1,2019.0,"{""type"":""Point"",""coordinates"":[100.7950184700446,18.084432791679333]}"
3_000000000000000008d7,0.5227778809654006,1,2019.0,"{""type"":""Point"",""coordinates"":[98.60402579013079,17.521190360315426]}"
3_000000000000000007a7,0.2506115767981575,0,2019.0,"{""type"":""Point"",""coordinates"":[98.35878415039338,17.38913854171868]}"
3_000000000000000007ef,0.38397520077991837,0,2019.0,"{""type"":""Point"",""coordinates"":[98.865436130288,15.75869499613251]}"
3_0000000000000000081d,0.17229590842635498,0,2019.0,"{""type"":""Point"",""coordinates"":[100.57672763707421,18.229960013659593]}"
3_00000000000000000830,0.130347254689895,0,2019.0,"{""type"":""Point"",""coordinates"":[100.72764145312702,19.165109309285103]}"
3_0000000000000000085e,0.5100056179586445,1,2019.0,"{""type"":""Point"",""coordinates"":[98.2725495951208,18.04131328449251]}"
3_0000000000000000091f,0.4876910678978816,1,2019.0,"{""type"":""Point"",""coordinates"":[98.05695205918668,19.291770074708236]}"
3_000000000000000007fb,0.11543251739216916,0,2019.0,"{""type"":""Point"",""coordinates"":[98.1378000203867,19.116598748924666]}"
3_000000000000000007b8,0.29041386146452014,0,2019.0,"{""type"":""Point"",""coordinates"":[100.80579611729078,19.483110100911595]}"
3_000000000000000007f8,0.1953186345242084,0,2019.0,"{""type"":""Point"",""coordinates"":[100.45006241255001,19.11929204596095]}"
3_00000000000000000930,0.578816972325889,1,2019.0,"{""type"":""Point"",""coordinates"":[100.06468906310701,18.774340447567425]}"
3_0000000000000000083a,0.33710106392455963,1,2019.0,"{""type"":""Point"",""coordinates"":[100.21830063529717,18.574916071154167]}"
3_000000000000000008b4,0.7933400826255217,1,2019.0,"{""type"":""Point"",""coordinates"":[100.17787442514663,18.62342217241355]}"
3_000000000000000008d1,0.6300335026417279,1,2019.0,"{""type"":""Point"",""coordinates"":[100.42580936192034,19.167802606321384]}"
3_000000000000000007c5,0.1397200537340089,0,2019.0,"{""type"":""Point"",""coordinates"":[101.3043637469755,19.033053031587304]}"
3_00000000000000000793,0.04960298366016425,0,2019.0,"{""type"":""Point"",""coordinates"":[98.6498385943539,19.13815850251807]}"
3_000000000000000007c9,0.331615418750523,0,2019.0,"{""type"":""Point"",""coordinates"":[99.14840622403864,16.551010366814044]}"
3_000000000000000007eb,0.48809042224252763,0,2019.0,"{""type"":""Point"",""coordinates"":[98.13240896721311,17.44303569615168]}"
4_00000000000000000979,0.1916271286640504,0,2020.0,"{""type"":""Point"",""coordinates"":[98.44772092090436,17.798769400892425]}"
4_00000000000000000a02,0.42629273556458863,0,2020.0,"{""type"":""Point"",""coordinates"":[98.50431137237364,17.817635857449556]}"
4_00000000000000000ad6,0.7292989820314887,1,2020.0,"{""type"":""Point"",""coordinates"":[97.93567788783612,17.957772026256205]}"
4_00000000000000000996,0.24760673962654683,0,2020.0,"{""type"":""Point"",""coordinates"":[98.41268576392744,18.64498192600696]}"
4_00000000000000000b9f,0.862376721585193,1,2020.0,"{""type"":""Point"",""coordinates"":[98.72529996148138,18.092517141889232]}"
4_00000000000000000a8a,0.6874931645297045,0,2020.0,"{""type"":""Point"",""coordinates"":[99.28315133967166,18.167978509016695]}"
4_00000000000000000ade,0.6863809685876785,1,2020.0,"{""type"":""Point"",""coordinates"":[99.09720236664191,17.081915397338367]}"
4_00000000000000000afa,0.5009354934453567,1,2020.0,"{""type"":""Point"",""coordinates"":[100.23446933571698,19.728351740649014]}"
4_00000000000000000962,0.19496971746307332,0,2020.0,"{""type"":""Point"",""coordinates"":[100.07007565717959,19.065394891527944]}"
4_00000000000000000b68,0.45304085908437847,1,2020.0,"{""type"":""Point"",""coordinates"":[99.72781735582235,18.02784234021005]}"
4_00000000000000000a99,0.6894778346829764,1,2020.0,"{""type"":""Point"",""coordinates"":[98.25368313856366,17.930821219489175]}"
4_000000000000000009a8,0.1977951342995155,0,2020.0,"{""type"":""Point"",""coordinates"":[98.60671908716708,18.18414720943649]}"
4_000000000000000009c0,0.42423597959341125,0,2020.0,"{""type"":""Point"",""coordinates"":[100.15631467155323,19.410346489921466]}"
4_00000000000000000a2f,0.16685063419084986,0,2020.0,"{""type"":""Point"",""coordinates"":[100.26680673655655,19.669063533042394]}"
4_00000000000000000a37,0.15536721878681795,0,2020.0,"{""type"":""Point"",""coordinates"":[99.12684647044522,18.655764032354192]}"
4_00000000000000000a4c,0.20948961805506955,0,2020.0,"{""type"":""Point"",""coordinates"":[99.84370047399929,19.968202327212808]}"
4_00000000000000000a60,0.1377026165339779,0,2020.0,"{""type"":""Point"",""coordinates"":[98.96245279190785,18.844410761521274]}"
4_00000000000000000a6f,0.1974422138204173,0,2020.0,"{""type"":""Point"",""coordinates"":[99.18074362487822,18.033228934282615]}"
4_00000000000000000a72,0.19843909279013433,0,2020.0,"{""type"":""Point"",""coordinates"":[99.45562936841894,18.159894158806797]}"
4_00000000000000000b08,0.41526509794281613,1,2020.0,"{""type"":""Point"",""coordinates"":[100.34496140072031,19.170495903357665]}"
4_00000000000000000b80,0.5429846322509734,1,2020.0,"{""type"":""Point"",""coordinates"":[100.15631467155323,18.06557079422326]}"
4_00000000000000000aae,0.45330299243145905,1,2020.0,"{""type"":""Point"",""coordinates"":[99.39634116081233,18.46711730318711]}"
4_00000000000000000b61,0.9428804533860008,1,2020.0,"{""type"":""Point"",""coordinates"":[99.21577878185516,17.259780020158214]}"
4_00000000000000000a41,0.19662624508075627,0,2020.0,"{""type"":""Point"",""coordinates"":[100.02426285295648,19.712183040229217]}"
4_00000000000000000b43,0.750410144312923,1,2020.0,"{""type"":""Point"",""coordinates"":[99.8571758773828,18.18684050647277]}"
4_00000000000000000baf,0.7155674735780206,1,2020.0,"{""type"":""Point"",""coordinates"":[99.56881473045856,18.917174372511404]}"
4_00000000000000000aad,0.6453789736492958,1,2020.0,"{""type"":""Point"",""coordinates"":[98.06503640939658,18.20840026006618]}"
4_00000000000000000a1c,0.05909500671823416,0,2020.0,"{""type"":""Point"",""coordinates"":[98.5824660365374,19.34297393210495]}"
4_00000000000000000b42,0.8373147109026156,1,2020.0,"{""type"":""Point"",""coordinates"":[97.88447403043939,18.294639274439824]}"
4_000000000000000009e3,0.7855706207184628,0,2020.0,"{""type"":""Point"",""coordinates"":[98.60671908716708,17.15198125219116]}"
4_000000000000000009ee,0.2752705733224723,0,2020.0,"{""type"":""Point"",""coordinates"":[100.85699997468748,18.704270133613576]}"
4_00000000000000000b21,0.8828768019509583,1,2020.0,"{""type"":""Point"",""coordinates"":[98.90047128726495,18.213791313239803]}"
4_00000000000000000b2b,0.6450274039485855,1,2020.0,"{""type"":""Point"",""coordinates"":[100.19404312556642,18.944120720177377]}"
4_00000000000000000b14,0.6515837400510116,1,2020.0,"{""type"":""Point"",""coordinates"":[98.14319107356035,19.537011714445644]}"
4_00000000000000000b32,0.4933208188521954,1,2020.0,"{""type"":""Point"",""coordinates"":[99.05677615649137,18.36201183225634]}"
4_00000000000000000966,0.17101856200370655,0,2020.0,"{""type"":""Point"",""coordinates"":[99.98114334576967,19.202837763298312]}"
4_000000000000000009cb,0.2051746549190529,0,2020.0,"{""type"":""Point"",""coordinates"":[99.87065128076632,19.90621636346886]}"
4_000000000000000009da,0.2389849899910513,0,2020.0,"{""type"":""Point"",""coordinates"":[100.01348520571031,20.03557488502933]}"
4_00000000000000000a51,0.5315900818400302,0,2020.0,"{""type"":""Point"",""coordinates"":[99.50413992877938,18.356625238183778]}"
4_0000000000000000096c,0.11996325288978808,0,2020.0,"{""type"":""Point"",""coordinates"":[99.49335782243216,19.569349115285238]}"
4_00000000000000000ab1,0.455994562193864,1,2020.0,"{""type"":""Point"",""coordinates"":[100.46353781593353,19.960117977002916]}"
4_00000000000000000983,0.692394315495871,0,2020.0,"{""type"":""Point"",""coordinates"":[100.25602908931037,19.046528434970817]}"
4_00000000000000000b05,0.8258872455421095,1,2020.0,"{""type"":""Point"",""coordinates"":[98.57707498336377,17.89039946843969]}"
4_000000000000000009d1,0.4773748045601873,0,2020.0,"{""type"":""Point"",""coordinates"":[99.77632791618277,18.34854088797388]}"
4_000000000000000009d9,0.604805895734707,0,2020.0,"{""type"":""Point"",""coordinates"":[100.24794473910048,20.213439507849177]}"
4_00000000000000000a8c,0.5460898533905387,1,2020.0,"{""type"":""Point"",""coordinates"":[100.06738236014331,18.774340447567425]}"
4_00000000000000000b06,0.8506555138377999,1,2020.0,"{""type"":""Point"",""coordinates"":[99.43137631778927,17.270562126505443]}"
4_00000000000000000981,0.5951443353020954,0,2020.0,"{""type"":""Point"",""coordinates"":[101.19656497900844,19.068088188564225]}"
4_00000000000000000999,0.18009631090448142,0,2020.0,"{""type"":""Point"",""coordinates"":[98.68487375133084,18.706967889750917]}"
4_0000000000000000099a,0.3201951285947549,0,2020.0,"{""type"":""Point"",""coordinates"":[98.91124893451112,15.834156363259977]}"
4_000000000000000009a7,0.15161735693961972,0,2020.0,"{""type"":""Point"",""coordinates"":[99.69817325201903,18.076348441469438]}"
4_00000000000000000a3e,0.3842154949979991,0,2020.0,"{""type"":""Point"",""coordinates"":[98.20517257820322,19.086954645121356]}"
4_00000000000000000b6e,0.3110946196161795,1,2020.0,"{""type"":""Point"",""coordinates"":[97.75781326501628,17.836497854905637]}"
4_00000000000000000aee,0.41570102943802806,1,2020.0,"{""type"":""Point"",""coordinates"":[98.5366532323143,19.42651519034126]}"
4_00000000000000000aed,0.08213883472166099,1,2020.0,"{""type"":""Point"",""coordinates"":[98.96784384508146,16.54022826046681]}"
4_00000000000000000b55,0.6405468878095794,1,2020.0,"{""type"":""Point"",""coordinates"":[98.90047128726493,17.57778527088576]}"
4_00000000000000000a13,0.7129594816808982,0,2020.0,"{""type"":""Point"",""coordinates"":[98.38843271329775,17.130421498597748]}"
4_00000000000000000abc,0.5786143075232412,1,2020.0,"{""type"":""Point"",""coordinates"":[100.46084451889725,18.370096182466238]}"
4_00000000000000000afb,0.8684584883514447,1,2020.0,"{""type"":""Point"",""coordinates"":[100.99983389963148,18.59377806861024]}"
4_00000000000000000ae5,0.7267030075554024,1,2020.0,"{""type"":""Point"",""coordinates"":[98.97323489825506,16.696537588794303]}"
4_000000000000000009a6,0.8228336679441016,0,2020.0,"{""type"":""Point"",""coordinates"":[98.39112601033403,17.146594658118595]}"
4_00000000000000000a2d,0.5421376883184869,0,2020.0,"{""type"":""Point"",""coordinates"":[98.90047128726495,16.70192864196792]}"
4_0000000000000000096d,0.45609083828247676,0,2020.0,"{""type"":""Point"",""coordinates"":[97.94645999418334,18.871357109187247]}"
4_00000000000000000bb1,0.7343376398472964,1,2020.0,"{""type"":""Point"",""coordinates"":[98.7818948720517,15.489200305765406]}"
4_0000000000000000096f,0.3288707072025571,0,2020.0,"{""type"":""Point"",""coordinates"":[99.28584909580901,17.33524138728568]}"
4_00000000000000000a3a,0.2815398028237523,0,2020.0,"{""type"":""Point"",""coordinates"":[97.88447403043939,18.752780693974014]}"
4_00000000000000000aa6,0.5935104195359973,1,2020.0,"{""type"":""Point"",""coordinates"":[97.47214987422937,18.440166496420087]}"
4_00000000000000000adc,0.30726462688908573,1,2020.0,"{""type"":""Point"",""coordinates"":[99.01096335226826,17.645157828702274]}"
4_00000000000000000b1f,0.8508753669927546,1,2020.0,"{""type"":""Point"",""coordinates"":[100.8084938734281,18.394353692196983]}"
4_00000000000000000b4c,0.6795674166765145,1,2020.0,"{""type"":""Point"",""coordinates"":[99.28584909580901,19.294463371744513]}"
4_00000000000000000b6d,0.8604960354323125,1,2020.0,"{""type"":""Point"",""coordinates"":[100.31531729691699,18.184147209436485]}"
4_00000000000000000968,0.1919617164403824,0,2020.0,"{""type"":""Point"",""coordinates"":[98.96784384508146,15.268216175758734]}"
4_00000000000000000a1b,0.10859158268929667,0,2020.0,"{""type"":""Point"",""coordinates"":[100.35304575093019,18.81206890158063]}"
4_00000000000000000a2c,0.27003244233987506,0,2020.0,"{""type"":""Point"",""coordinates"":[98.86274283325173,18.814766657717968]}"
4_00000000000000000a8e,0.5251969268621064,1,2020.0,"{""type"":""Point"",""coordinates"":[101.12919242119193,19.44538164689839]}"
4_00000000000000000aa0,0.35163157702044684,1,2020.0,"{""type"":""Point"",""coordinates"":[99.06486050670127,17.769125297089122]}"
4_00000000000000000b54,0.6400362929025744,1,2020.0,"{""type"":""Point"",""coordinates"":[99.47718912201236,19.062701594491664]}"
4_000000000000000009cd,0.46438696110036287,0,2020.0,"{""type"":""Point"",""coordinates"":[99.84370047399929,18.119467948656258]}"
4_00000000000000000b29,0.7153193478854568,1,2020.0,"{""type"":""Point"",""coordinates"":[98.67139834794733,18.56144066777065]}"
4_00000000000000000abf,0.5454092034970814,1,2020.0,"{""type"":""Point"",""coordinates"":[98.15396872080652,17.467293205882427]}"
4_00000000000000000a62,0.467922584183837,0,2020.0,"{""type"":""Point"",""coordinates"":[98.02461465834709,18.618035578340987]}"
4_00000000000000000b59,0.3900632740809609,1,2020.0,"{""type"":""Point"",""coordinates"":[100.72764145312702,19.23248186710162]}"
4_00000000000000000b09,0.30241720867423344,1,2020.0,"{""type"":""Point"",""coordinates"":[98.24290549131749,19.17049590335767]}"
4_00000000000000000b1c,0.6945325697736867,1,2020.0,"{""type"":""Point"",""coordinates"":[98.93280868810453,19.577433465495137]}"
4_00000000000000000a36,0.4322059097627325,0,2020.0,"{""type"":""Point"",""coordinates"":[100.50665732312036,19.235175164137896]}"
4_00000000000000000ac1,0.5247419763307931,1,2020.0,"{""type"":""Point"",""coordinates"":[99.36939035404532,17.386445244682395]}"
4_00000000000000000b91,0.58184777914793,1,2020.0,"{""type"":""Point"",""coordinates"":[100.0970264639466,18.612644525167372]}"
4_00000000000000000984,0.7937231827870967,0,2020.0,"{""type"":""Point"",""coordinates"":[99.06755826283862,19.030359734551023]}"
4_00000000000000000a21,0.6797100376752547,0,2020.0,"{""type"":""Point"",""coordinates"":[99.94072159472017,19.41034648992147]}"
4_00000000000000000b03,0.29793696706582273,1,2020.0,"{""type"":""Point"",""coordinates"":[99.24542288565847,18.63150652262345]}"
4_00000000000000000b8b,0.6200629037358221,1,2020.0,"{""type"":""Point"",""coordinates"":[99.0244387556518,18.39704698923326]}"
4_00000000000000000b95,0.3280848344873053,1,2020.0,"{""type"":""Point"",""coordinates"":[100.3368770505104,19.103123345541153]}"
4_00000000000000000bb3,0.2945673563911447,1,2020.0,"{""type"":""Point"",""coordinates"":[99.95958359217626,19.70140093388198]}"
4_000000000000000009c9,0.5401390793323412,0,2020.0,"{""type"":""Point"",""coordinates"":[98.91663998768473,17.346019034531857]}"
4_000000000000000009df,0.05829672443249104,0,2020.0,"{""type"":""Point"",""coordinates"":[98.95436844169794,15.419134450912608]}"
4_000000000000000009bb,0.23160859695533878,0,2020.0,"{""type"":""Point"",""coordinates"":[98.34531320611093,17.405307242138473]}"
4_00000000000000000a56,0.0586612424749736,0,2020.0,"{""type"":""Point"",""coordinates"":[99.0837269632584,15.941950672125975]}"
4_00000000000000000a76,0.09930660120160334,0,2020.0,"{""type"":""Point"",""coordinates"":[99.29123568988156,19.170495903357665]}"
4_00000000000000000acf,0.32790344425383344,1,2020.0,"{""type"":""Point"",""coordinates"":[98.77919711591439,15.478422658519225]}"
4_00000000000000000963,0.13472393186499573,0,2020.0,"{""type"":""Point"",""coordinates"":[99.2939334460189,19.609775325435777]}"
4_00000000000000000a10,0.08101137244322147,0,2020.0,"{""type"":""Point"",""coordinates"":[98.80075686950778,19.57743346549514]}"
5_00000000000000000c19,0.6078085607206459,0,2021.0,"{""type"":""Point"",""coordinates"":[98.65522964752752,16.604907521247043]}"
5_00000000000000000c0c,0.6069558434478307,0,2021.0,"{""type"":""Point"",""coordinates"":[98.66870505091103,17.327152577974726]}"
5_00000000000000000d09,0.6051506380644509,1,2021.0,"{""type"":""Point"",""coordinates"":[98.61750119351431,16.548317069777763]}"
5_00000000000000000d6c,0.8647232507896631,1,2021.0,"{""type"":""Point"",""coordinates"":[98.88699588388144,17.480764150164884]}"
5_00000000000000000da7,0.8675796987123802,1,2021.0,"{""type"":""Point"",""coordinates"":[98.52856888210438,17.267864370368105]}"
5_00000000000000000d06,0.5748179771766363,1,2021.0,"{""type"":""Point"",""coordinates"":[98.87891153367153,16.14946385785019]}"
5_00000000000000000de7,0.7971227099991757,1,2021.0,"{""type"":""Point"",""coordinates"":[98.41807681710107,17.637073478492376]}"
5_00000000000000000d8b,0.538440075361015,1,2021.0,"{""type"":""Point"",""coordinates"":[98.60133249309453,19.060003838354334]}"
5_00000000000000000c0f,0.50166122754472,0,2021.0,"{""type"":""Point"",""coordinates"":[99.68469784863551,18.192231559646387]}"
5_00000000000000000c59,0.47130926696688735,0,2021.0,"{""type"":""Point"",""coordinates"":[99.10798001388811,17.28673082692524]}"
5_00000000000000000ccb,0.24716606370366237,0,2021.0,"{""type"":""Point"",""coordinates"":[99.15379727721225,19.254041620695023]}"
5_00000000000000000e00,0.3790790895787386,1,2021.0,"{""type"":""Point"",""coordinates"":[97.94106894100973,18.108690301410082]}"
5_00000000000000000bbf,0.17469546736592828,0,2021.0,"{""type"":""Point"",""coordinates"":[100.28567319311368,19.636721673101754]}"
5_00000000000000000c04,0.16782216309842982,0,2021.0,"{""type"":""Point"",""coordinates"":[100.73842355947426,18.709661186787194]}"
5_00000000000000000c05,0.20700293395038902,0,2021.0,"{""type"":""Point"",""coordinates"":[100.45545346572364,18.844410761521274]}"
5_00000000000000000cdb,0.24540144586349522,0,2021.0,"{""type"":""Point"",""coordinates"":[99.93263278540923,19.981677730596324]}"
5_00000000000000000d72,0.535121978572997,1,2021.0,"{""type"":""Point"",""coordinates"":[100.75189896285778,18.642288628970686]}"
5_00000000000000000cdf,0.3362395942866972,0,2021.0,"{""type"":""Point"",""coordinates"":[100.2775888429038,18.256910820426622]}"
5_00000000000000000bca,0.21666221182038095,0,2021.0,"{""type"":""Point"",""coordinates"":[99.88412668414982,20.07600109517987]}"
5_00000000000000000cfe,0.5986809476360202,1,2021.0,"{""type"":""Point"",""coordinates"":[99.98114334576967,19.108514398714764]}"
5_00000000000000000c90,0.4903502534363972,0,2021.0,"{""type"":""Point"",""coordinates"":[100.30184189353349,20.159542353416178]}"
5_00000000000000000d9d,0.4022761377323968,1,2021.0,"{""type"":""Point"",""coordinates"":[99.98114334576967,18.895614618917996]}"
5_00000000000000000c62,0.30408639410079585,0,2021.0,"{""type"":""Point"",""coordinates"":[99.25889828904198,18.933343072931198]}"
5_00000000000000000e09,0.6911960500748506,1,2021.0,"{""type"":""Point"",""coordinates"":[98.29680264575049,18.57760936819045]}"
5_00000000000000000d93,0.7769780563489331,1,2021.0,"{""type"":""Point"",""coordinates"":[99.20500113460896,16.575263417443736]}"
5_00000000000000000cbb,0.6281163472995751,0,2021.0,"{""type"":""Point"",""coordinates"":[97.96532199163944,18.680017082983884]}"
5_00000000000000000d8d,0.7777829252399784,1,2021.0,"{""type"":""Point"",""coordinates"":[99.98922769597957,18.2137913132398]}"
5_00000000000000000d8e,0.867661698548059,1,2021.0,"{""type"":""Point"",""coordinates"":[98.49622702216374,18.097908195062846]}"
5_00000000000000000bed,0.9323117857386745,0,2021.0,"{""type"":""Point"",""coordinates"":[99.01365664930455,18.45633519683988]}"
5_00000000000000000bce,0.6023977391876812,0,2021.0,"{""type"":""Point"",""coordinates"":[98.69295810154074,16.31655083342386]}"
5_00000000000000000c7e,0.6877768346893599,0,2021.0,"{""type"":""Point"",""coordinates"":[98.88430258684514,18.698883539541015]}"
5_00000000000000000bd3,0.1760250220533344,0,2021.0,"{""type"":""Point"",""coordinates"":[98.97592819529136,18.806677848407016]}"
5_00000000000000000ce3,0.13218218275306412,0,2021.0,"{""type"":""Point"",""coordinates"":[100.1051108141565,20.151458003206276]}"
5_00000000000000000cf6,0.6811982112214635,1,2021.0,"{""type"":""Point"",""coordinates"":[99.4152031582684,18.122161245692535]}"
5_00000000000000000d3d,0.7271653829940568,1,2021.0,"{""type"":""Point"",""coordinates"":[99.31010214643868,16.979507682544927]}"
5_00000000000000000dcc,0.6745343291162554,1,2021.0,"{""type"":""Point"",""coordinates"":[99.38286575742883,16.944472525568]}"
5_00000000000000000dfa,0.506822176455428,1,2021.0,"{""type"":""Point"",""coordinates"":[99.51761087306186,20.067912285868914]}"
5_00000000000000000d87,0.6244031481518932,1,2021.0,"{""type"":""Point"",""coordinates"":[98.18631058074715,18.34045207866293]}"
5_00000000000000000dc2,0.6948529095631809,1,2021.0,"{""type"":""Point"",""coordinates"":[100.5848119872841,18.58030266522673]}"
5_00000000000000000ded,0.9301140020111138,1,2021.0,"{""type"":""Point"",""coordinates"":[99.19691232529803,17.22474486318129]}"
5_00000000000000000c38,0.5240529362778312,0,2021.0,"{""type"":""Point"",""coordinates"":[99.25889828904198,16.696537588794307]}"
5_00000000000000000cf3,0.8556649670672568,1,2021.0,"{""type"":""Point"",""coordinates"":[99.17535703080566,17.133119254735078]}"
5_00000000000000000bfc,0.35835664187528926,0,2021.0,"{""type"":""Point"",""coordinates"":[99.7682435659729,18.372793938603568]}"
5_00000000000000000d28,0.8405114530792906,1,2021.0,"{""type"":""Point"",""coordinates"":[99.95149924196635,18.9872402273642]}"
5_00000000000000000dd1,0.46278989358011446,1,2021.0,"{""type"":""Point"",""coordinates"":[99.80866531702236,18.353927482046444]}"
5_00000000000000000ceb,0.8131018500694118,1,2021.0,"{""type"":""Point"",""coordinates"":[99.64966715075964,18.345843131836546]}"
5_00000000000000000d18,0.7454661645964392,1,2021.0,"{""type"":""Point"",""coordinates"":[97.94106894100973,19.208224357370874]}"
5_00000000000000000c3c,0.34377098433230774,0,2021.0,"{""type"":""Point"",""coordinates"":[100.44467581847746,18.604560174957474]}"
5_00000000000000000bc4,0.22518476438684398,0,2021.0,"{""type"":""Point"",""coordinates"":[99.39903445784861,19.620552972681953]}"
5_00000000000000000cb0,0.4919799841652533,0,2021.0,"{""type"":""Point"",""coordinates"":[98.9867103016386,16.602214224210762]}"
5_00000000000000000ccf,0.3474228517915447,0,2021.0,"{""type"":""Point"",""coordinates"":[98.16205307101642,18.798593498197118]}"
5_00000000000000000d4e,0.32175445108406536,1,2021.0,"{""type"":""Point"",""coordinates"":[97.91142483720643,17.66941087933197]}"
5_00000000000000000c5a,0.5390306391391436,0,2021.0,"{""type"":""Point"",""coordinates"":[97.76859091226245,18.545271967350857]}"
5_00000000000000000c77,0.5599448439512617,0,2021.0,"{""type"":""Point"",""coordinates"":[97.98957950137017,17.85536431146277]}"
5_00000000000000000bfe,0.4880952510135954,0,2021.0,"{""type"":""Point"",""coordinates"":[100.94054569202486,18.809375604544353]}"
5_00000000000000000c0a,0.5569536741429899,0,2021.0,"{""type"":""Point"",""coordinates"":[99.38286575742883,19.44807494393467]}"
5_00000000000000000bf5,0.07784257610537738,0,2021.0,"{""type"":""Point"",""coordinates"":[98.71182455809785,18.72044329313443]}"
5_00000000000000000c6a,0.4925260618199576,0,2021.0,"{""type"":""Point"",""coordinates"":[97.8683053300196,17.88231511822979]}"
5_00000000000000000d16,0.8390608639087876,1,2021.0,"{""type"":""Point"",""coordinates"":[97.74433786163277,18.2057069630299]}"
5_00000000000000000d59,0.8127829235253886,1,2021.0,"{""type"":""Point"",""coordinates"":[97.92490024058995,19.054612785180712]}"
5_00000000000000000dc5,0.6241062872725164,1,2021.0,"{""type"":""Point"",""coordinates"":[100.53360812988738,20.08677874242605]}"
5_00000000000000000db1,0.741783939187148,1,2021.0,"{""type"":""Point"",""coordinates"":[97.77398196543608,18.176062859226594]}"
5_00000000000000000db9,0.8023353567903867,1,2021.0,"{""type"":""Point"",""coordinates"":[99.3181864966486,17.712530386518786]}"
5_00000000000000000d29,0.7003679852759663,1,2021.0,"{""type"":""Point"",""coordinates"":[98.42616116731097,19.507367610642337]}"
5_00000000000000000cd4,0.18462301901697495,0,2021.0,"{""type"":""Point"",""coordinates"":[98.56629733611759,18.782424797777328]}"
5_00000000000000000d3f,0.6279917705544098,1,2021.0,"{""type"":""Point"",""coordinates"":[98.42616116731095,19.555873711901725]}"
5_00000000000000000def,0.7083896459008059,1,2021.0,"{""type"":""Point"",""coordinates"":[99.53108627644536,19.88465660987545]}"
5_00000000000000000e07,0.8589783336563902,1,2021.0,"{""type"":""Point"",""coordinates"":[98.75224630914735,17.785293997508912]}"
5_00000000000000000d3b,0.7872147093422363,1,2021.0,"{""type"":""Point"",""coordinates"":[97.88717178657673,19.024968681377405]}"
5_00000000000000000e0b,0.7563044156827659,1,2021.0,"{""type"":""Point"",""coordinates"":[99.55264603003877,19.37531133294454]}"
5_00000000000000000c37,0.39478142371693276,0,2021.0,"{""type"":""Point"",""coordinates"":[98.7818948720517,16.66419572885366]}"
