system:index,EVI,HHpalsarLdiffWetDry,NDMI,NDWI,PDSI,Removed,VPD,aspect,canopyCover,canopyCoverChange,canopyHeightChange,distanceBambooForest,distanceBurn1yrBefore,distanceBurn2yrBefore,distanceDryDipterocarpForest,distanceDryEvergreenForest,distanceEucalyptusPlantation,distanceHillEvergreenForest,distanceMaize,distanceMixedDeciduousForest,distanceOldClearing,distancePineForest,distanceProtectedArea,distanceRice,distanceRoads,distanceSPKKTC,distanceSecondaryGrowthForest,distanceSettlements,distanceSugarcane,distanceTeakPlantation,distanceWater,elevation,flameLength,fuelLoad,grassHeight,litterCover,litterDepth,populationCount,precipitation,rateOfSpread,slope,soilMoisture,temperatureMax,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.9566736453750497,2.994404652584854,3.0115744847554717,2.9409492985958217,2.9957209604056425,distanceDryDipterocarpForest,2.9814068053007956,2.991768740805915,2.625510932279671,1.9758780248666177,1.0583588265135413,2.956430543538148,2.500495001067375,2.478933648373286,,2.92827923490112,2.912932712239871,2.8396879452401738,2.577419857777929,1.3607179439206072,2.9083684123550686,2.992400042865523,0.4958955971949968,2.5274662780669104,2.8531092216566627,2.894111519098091,3.000413242206793,2.9111477651756914,2.932807803619146,2.937846224795825,2.903107138236173,2.888167035803821,1.7676477825706498,1.4479402195580504,0.8981430947340263,1.6172721755888313,0.9905434545829563,0.4052047730582504,2.9936118483380882,1.8530628938252462,2.9159635669537503,2.8887928307363167,2.889833820437247,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.0102360923415445,2.963270057061846,2.9251409688671783,2.8702858300836973,3.1249274744000903,distanceBambooForest,2.9103833078018244,3.0654619012052646,2.6746893635947506,2.0037984764293104,1.0305133905383466,,2.5150652972223315,2.39793811174326,2.730339309469181,2.8795824163991686,2.9340823050162705,2.8039762738483196,2.608548763092179,1.395629944707448,2.8922214820921863,2.939806900686536,0.5617669330336719,2.6825121296137517,2.8956403618953317,2.890677085383046,2.97717358975301,2.975900665745032,3.0151737191902543,2.8400235090617643,2.851796695482485,2.853495901629042,1.8496918033149503,1.5135090678877494,0.9000714349676991,1.6163448351064513,0.9791518847325215,0.38569477445507805,2.894593917148013,1.8881708358987306,2.988310773505756,2.9076458751763625,2.856756540418575,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.0382459371280484,3.0143409353507415,2.9867692682449136,2.875965640390343,3.1895340209759406,distanceTeakPlantation,2.929077218889999,2.879196750183511,2.74859985266137,1.9991786155103,1.0537254803501537,2.9462513531896817,2.5801743922421796,2.415795964635269,2.6147317176912774,2.964246537568365,2.908448444074044,2.8521980839764036,2.6524351793703818,1.3441898973503938,2.8582982432967365,2.9094231954473235,0.51659769106872,2.569676534018809,2.9719903896553643,2.902214752198548,3.0163422914580176,2.8673585364384473,2.884225103012053,,2.7848740505174026,2.9113621154714386,1.9231385159711276,1.4453593479886955,0.8178988942519959,1.5929592369577126,1.058336159021223,0.3473931604394334,2.9267142843406946,1.8554759841183017,2.930696426717246,2.971641014359408,2.9449187834679615,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.006782050818073,3.0500299401978075,2.987305773111405,2.948428379281546,3.094582772712538,distanceSecondaryGrowthForest,2.906415329155201,2.979634008193168,2.695007118314487,1.98402079558862,1.0503741178469839,2.9240884570097143,2.573452699416535,2.470708695880604,2.6822819221340315,2.847684530973431,2.9228269666460927,2.888529121683702,2.586505518495621,1.332032949788933,2.84286862535842,2.9669284209618887,0.5110830502367332,2.6014063779925096,2.889628783374245,2.9656445363973982,,2.914991300061871,2.890087743041386,3.005589032124729,2.864868611286693,2.8770551129910285,1.9425109137530405,1.5254238650871055,0.8646286580821541,1.6106107790364514,0.9640968611761418,0.35473131301359195,3.0119436041409995,1.848404333512813,2.8606993764600035,2.889155387641023,2.866952167021286,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.9909413287640643,2.9521717829388754,2.918989789961173,2.9217931660994534,3.0915492651183434,distanceOldClearing,2.8924461489268296,3.040041523559179,2.707647541470169,1.9740527334366516,1.051911296844132,2.9793993353101857,2.5069092544682117,2.418261636200878,2.688767045825333,2.859522948055681,2.9143585516327883,2.8957567393361883,2.5101152398101854,1.3078329205103545,,2.9768206569390094,0.5456528674577794,2.5809337004897275,2.8732759769872818,2.9519473410753987,3.0084804810572514,2.9077128552750797,3.0113950863128895,2.8870601912867477,2.888088138482756,2.985963199670673,1.875939400991115,1.51355201516939,0.8573841955420997,1.624832461576794,0.9902942899677085,0.38910188937237644,2.982569656180926,1.8273104598209,2.9015586223113954,2.9078432073409357,2.889815058423061,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.0529274778825566,3.0446992795689547,3.0213978826073133,2.892538243706118,3.1255106522079394,distanceEucalyptusPlantation,2.9412613980149986,2.9871962199637685,2.6455254807318567,2.002654161751935,1.042168284298587,3.0903581409262246,2.5418486930138466,2.4549147514415637,2.7153503888642776,2.8805101535781032,,2.8530710725230737,2.456647433852992,1.3477341468348734,2.824671676375505,2.932007034046451,0.5355287566888867,2.5077797271935953,2.8549513157166158,2.907254433673384,3.0873013027476297,2.963990995759163,2.9553632161938728,3.040864000346202,2.760776097804264,2.9190440363048036,1.8486273464162049,1.5060284093823704,0.8050625240304697,1.5651210156817617,0.9421159284243505,0.37003335515097,2.9924236809195297,1.862417122660635,2.930861804738797,2.918296994881923,2.873165363093671,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.059449689750193,3.1196531103875365,2.9861745877661225,2.9352092941045105,2.997512220567858,distanceMaize,2.955778045444389,3.0085019422843864,2.642388769962514,1.9054895766816988,1.0283820867879363,2.9483564799630217,2.5037673298636314,2.3880917423221395,2.693669486902724,2.916470907904595,2.9125782183821345,2.804454664866609,,1.3648999978959693,2.834398691804164,2.8942765975621927,0.5449880798285931,2.503242089977743,2.8325562229400396,2.9267279185570945,3.032511475562678,2.9267057164459187,2.970650357786971,3.039721516138079,2.8546247043286836,2.912830693953896,1.8532145351455722,1.4607059638537034,0.8950545115981244,1.559112798782062,0.9634140316069321,0.38311382991398707,2.891306245520487,1.8133759540844896,2.9240979695851985,2.8930803883711977,2.9194615548142147,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.91235042643584,3.023641124675075,3.0288782321206233,2.8898837171553273,3.0822455592281015,distanceSugarcane,3.0117143741920938,3.0214219441397505,2.77757063868157,2.0222633961911405,1.0697184527302832,2.9958846800214607,2.485700089148172,2.4592415352511714,2.6578327766046352,2.9550881844515007,3.0401760942863048,2.7911178887711325,2.5434603818364407,1.4316372618752198,2.8169252080571936,2.8882679319400224,0.5538063762061622,2.5118209716950797,2.810655440023343,2.928652551443186,2.9589219463363494,2.9178990741357245,,2.9194960078504693,2.9074718362833054,2.8723033497414203,1.8654733166214834,1.4492269729386729,0.8663636289144708,1.6051599223393969,0.9622493837077136,0.4063031757975913,2.878156191275857,1.7964593856496773,2.903308957009878,3.0220391915448066,2.9592124226923366,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.9186185335158235,3.12588483447557,2.9397460632049905,2.8985451190697082,3.0619027849451568,distanceRice,2.9436608751752877,3.071485709019039,2.6855992270672924,2.0168918662844217,1.077776616111354,3.0758858357031302,2.4651140257673996,2.3902925134962265,2.718137432770456,2.9240085898671424,2.865064690576075,2.687780774822875,2.5004686902872773,1.3332405066407118,2.815028694397401,2.9456130334320343,0.4932269787929667,,2.841175038588989,2.872711757471098,3.0867807456780323,2.9911320486339807,2.8845104380004916,2.9284096591518174,2.86450638592084,2.874721242618539,1.8813718091912095,1.4450194265804641,0.8528854936009588,1.5637376229245956,0.9376303416478214,0.40927281303275775,2.8511763074572904,1.8823345313821784,2.979769225271834,3.026089451497841,2.8727922659269147,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.9313511045243894,3.045171732757046,2.934593374374205,2.9227747975267864,3.097783785160474,distanceWater,2.9388090471432493,2.983450962165245,2.6916917006392054,2.04887013168274,1.0627962804637139,3.067230518192492,2.4994935100417526,2.416624943174351,2.7235263018077456,2.921136504455411,2.9086477204477994,2.7673218621923885,2.505322234010152,1.3262464699736978,2.8624951113791592,2.9140506506612116,0.4980357706087163,2.584318680679613,2.9921466634592635,2.9019251212153825,3.0739773690202266,2.8770093590765056,2.9018115313743498,2.9351704315807816,,2.971926212952445,1.795994321946881,1.459443424592352,0.9169469688044909,1.5693341275322907,0.9849139990363768,0.4049685256123375,2.8587557853997576,1.8895401735760533,2.9436765681272257,2.9408951628650315,2.929821059766715,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.921437595643415,3.039765859011238,2.8605940913780215,2.8725536247674355,2.9468381880302315,distanceProtectedArea,2.9142904803448477,2.88155054275141,2.672717764803028,1.9788494933504688,1.0435366543568623,2.9357937008047137,2.44680253822396,2.2960782013924104,2.5587163044371932,2.8718794302497157,2.8156411325356965,2.7158864422705937,2.4977726687682726,1.3496266284550371,2.823203951074856,2.848622873541008,,2.510680391200597,2.8858976441485877,2.759397619086373,2.9471799103746217,2.8360461337701404,2.9268528363572877,2.8740794916228847,2.7497762081005805,2.8684606893724633,1.8568641184278465,1.4117596787268216,0.914432293771094,1.5081506294518705,0.9202360839053288,0.41675200247950916,2.9200405859287777,1.7997331024377663,2.81662647708392,2.973011838686917,2.8118640988761814,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.0448804832751954,2.9658951369339106,2.876250734842274,2.850442538448363,3.023646158247932,distanceSPKKTC,2.852941945838221,2.965937482390768,2.6801526514413845,1.9828973002515862,1.054361690230703,2.8989250853228032,2.5200617428012007,2.460491857309788,2.6649031408957065,2.916359010685413,2.978808312830412,2.799040594884838,2.5507296975776677,1.4096000318989943,2.865398263244894,3.0223578162446567,0.5294338859339691,2.626837774082754,2.987229398359775,,2.977097741903666,2.9978512120034546,2.9580201879310297,3.0044448950355616,2.8481647027149903,2.9076327680515637,1.9298833271136906,1.4689051916977849,0.8571938805169098,1.5633103497081393,1.028672967569089,0.4044508714563826,3.0046620740889662,1.8123982220366903,2.8232033429900736,2.996343750374209,2.8901817808346024,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,2.9669027099898857,3.003509456551726,2.967296404343857,2.9663414033128728,3.064026603466942,distanceRoads,2.9649630196859103,3.00831842808258,2.734956814528494,1.9959695136772675,1.1076532186889978,2.9005659980511536,2.5652665075213443,2.477259749451229,2.7594167550505233,2.9469956377354283,2.9463315205985583,2.7299593970639817,2.5238925665248817,1.2883139184591277,2.8726183240845464,2.9329843577887806,0.5093490021910773,2.5142686306912148,,2.9282684817485842,2.9105576104315256,2.9103139775048974,2.9270964103322545,2.9196276034598387,2.8733833281441714,2.958646061308515,1.8454778234480738,1.458404291257272,0.8780320788406282,1.5832975142862427,0.9905165535933905,0.39489308138301876,3.0052217364022398,1.8563372419797037,2.9136325685488345,2.9803146989609717,2.9188190008294717,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_1_2_00000000000000000000,3.038170745912403,3.0520739159808836,2.9184570274367845,2.9008774714840717,3.0162132139961786,distanceSettlements,2.9379713703106054,3.061293825928206,2.708291811541163,1.9340024465831878,1.0760650455506875,3.008761687025283,2.5256919395700974,2.5001462666722194,2.6812278140629413,3.0035520562095095,2.8756906510085627,2.7587592328780657,2.5622494480729467,1.3298751261759385,2.853802239528274,2.991739293335378,0.5400122720391571,2.560148021741777,2.88932343068218,3.0119020123352818,2.982004697982885,,2.892673523484719,2.939791663659006,2.9427778196915746,2.901183738807803,1.7919101265844966,1.4935509939762779,0.8726227071563671,1.5576163105003453,0.9274421631920755,0.3851217013312995,2.9015936760080994,1.8265532244378309,2.9474191508352576,2.9940640063589123,2.907376129931283,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_1_2_00000000000000000000,3.040837465268536,3.071392528136778,2.956539646546126,2.83830033904558,3.109326912777252,slope,2.9121266807942834,2.981087276822472,2.7242843198823907,1.988570708665499,0.9909698751757168,2.9955610905363788,2.4842470814686504,2.4820604864752376,2.7167478851402334,2.9727100004469067,3.0105581212430472,2.7866299958187217,2.5923385068688254,1.3055776691465804,2.8270249212773866,2.9312868010033704,0.518581901217713,2.5143591842730313,2.791044408871718,3.0612666381655993,2.969310781054927,2.8924621633027856,2.914608021954423,2.9328060605782102,2.9353992159320645,2.8474437046721315,1.8066291354568171,1.4906239038267382,0.8794106830908152,1.680777596770476,0.9842687573494784,0.40551110901885723,2.951836858531939,1.9037024847877855,,2.8705308828606544,2.9312481957438528,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_1_2_00000000000000000000,2.991218088772825,3.0463435384646176,2.9324752270451264,2.942060434505892,3.0009726333288147,elevation,2.8983816484471925,3.0695646010778925,2.743594839442414,2.0760697657388194,1.0773886509711965,3.002078184848826,2.500066829217328,2.4376411998209444,2.6798347287950084,2.8892356783535056,2.9545959106791986,2.766335047243782,2.547137908398782,1.2909530656520403,2.7644120052880186,2.924471910850645,0.5514742758012704,2.5017011197978527,2.7799550322745916,3.00684701843109,3.020707051423081,2.8843409134814366,2.833615425267088,2.990999560352648,2.9689084224191538,,1.9004766387243586,1.4675525753949745,0.8546157741834451,1.615107610332035,0.962622627535721,0.4039915498716639,2.906416248236846,1.9116671708253008,2.9318821428606827,2.9882635303788243,2.984023415465072,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_1_2_00000000000000000000,2.968232899431041,2.9467952631658836,3.0674261311589586,2.9823314389843465,2.972544776681716,aspect,2.9654732012951044,,2.743962640132221,1.99968385342734,1.088448908696245,3.0152849284059777,2.450522209440672,2.4294601564632754,2.711049274905931,3.0041922903760456,2.962838931993638,2.763219314389103,2.584724407645127,1.2632768863958437,2.8259453522974454,2.913008669772371,0.5053893890493684,2.50440047406947,2.897170318466062,2.9986433985795107,2.9697008693519904,2.925883994451835,2.8900283265866804,3.030147480240234,2.8195784409795865,2.944461659835481,1.9206362269131074,1.4449032948218639,0.8986370158373431,1.6140844039783215,0.9788527699366137,0.4036842709324183,2.9629104705709643,1.6893574411695684,2.9840179742904027,2.981821248355375,2.9772689965255297,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_1_2_00000000000000000000,2.993240415610927,2.9853299929525163,2.861202121190524,2.8442302370361854,2.8955309456726246,fuelLoad,2.813694961042711,2.8827900016360273,2.642921697113055,1.9804010961841891,1.1014355999493999,3.018085964623804,2.4741202150873653,2.413988856520594,2.682152536528815,2.905917164998821,2.83672748482847,2.751498400633501,2.5656763413776775,1.3459727655598737,2.8443315735594634,2.8691045343707233,0.5302363105482605,2.5277136220637635,2.809191119909553,2.954800409651905,2.9825826694111846,2.8706626821270307,2.903130706564377,2.877201560028958,2.8274667587718145,2.8855393920507106,1.8739892032880772,,0.9834382807096845,1.5914883807577236,0.9653972205621336,0.37347531737082784,2.9152315478917306,1.8277476092239688,2.8406696951916377,2.9282413584652334,2.8234432489341716,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_1_2_00000000000000000000,2.9120989872977323,2.9848668036059114,2.8955857736548762,2.8338613745172814,2.9924340610660694,grassHeight,2.895223162999776,2.8703981778787786,2.5440235676508482,1.9288818604843738,1.0817615414747679,2.952132745144138,2.3897143730528105,2.471045843988561,2.6326856697092027,2.913896364228333,2.903110425285043,2.682344109382202,2.5146412333524464,1.3660178275869324,2.8506472422890146,2.9152041317268726,0.5035474648506687,2.5540966167893755,2.747450230805713,2.9628108015057597,3.000676437312436,2.79285335663064,2.9384517304183655,2.8605051483423733,2.808820574723503,2.8022656378448585,1.8386106549121404,1.5058813135324163,,1.4920933904375524,0.9894661883298167,0.3683970822452322,2.8939217845583305,1.7854286290902097,2.8994519633583367,2.8752348015305103,2.8494609164057714,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_1_2_00000000000000000000,2.9542027022879953,3.106930444492538,2.908855464456522,2.848980223991609,3.002948938863508,litterCover,2.9092796597540054,2.9343079742217704,2.5981838593777518,2.002459743133277,1.0599875406570936,2.9104955573196456,2.4788965439825503,2.4488009386439593,2.6671291663525456,2.8415585291391032,2.9320851837592787,2.715825141770558,2.5242130614652494,1.3831887927622755,2.781924419902327,2.8902096574868525,0.5100621815409498,2.5120380653128027,2.8547833791924955,2.9792075026815166,2.990378284390672,2.866058911796883,2.8411845687917956,2.955684979569705,2.8058742753942965,2.784818327679713,1.869807265781208,1.5303933609893763,0.89915138601567,,1.0319988145817154,0.38240855973947435,2.902900731885676,1.7840325784359488,2.8642233889267597,2.9711909592497623,2.7633389342231527,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_1_2_00000000000000000000,2.9063998321178954,2.954882129584397,2.9400298995118597,2.908573422768097,2.9738638210956942,litterDepth,2.879253329816736,2.9842273822862575,2.6884367821832638,1.9166387325446463,1.081693859015753,2.9683762164775245,2.462165137725958,2.46567690471903,2.663940225721843,2.7922261268975745,2.9332515448339413,2.7082485380832444,2.470185997162727,1.3781848220501547,2.7487027715509584,2.8474041853175827,0.4764714226628842,2.5404554136899393,2.722629559178768,2.8292295430015324,2.9290653086851752,2.7828738484316813,2.8461682903962395,2.9277958351394977,2.780891370657843,2.8173636632033157,1.8513252856713056,1.448346386639818,0.8896015657604247,1.6216830724480715,,0.401213629385409,3.0179312443732695,1.8431792865357495,2.850815548454466,2.9464596156374365,2.8041384485820284,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1_2_00000000000000000000,2.96602050308806,3.0224374017984936,2.871087157810415,2.9078469021127624,3.010037021258848,flameLength,2.954251574700221,2.9689702854908457,2.6812300970660967,2.0570680625021973,1.00623853724961,2.9662995870416755,2.4903890498999037,2.44766950410196,2.691901640518637,2.792790036853416,2.837538202991821,2.725514780861002,2.5449029571547217,1.3330915255110838,2.8817943719425614,2.8825265562066975,0.49360613067877795,2.5302701427465593,2.8409696769138106,2.8457581856485428,2.9514452607729855,2.8772913508044455,2.8769644097125378,2.941693141041624,2.7053667750745682,2.886340663055358,,1.4968147291087137,0.8811381910795001,1.6662836204823566,0.9506234292781184,0.4062290170094822,2.9529721835524967,1.9274631092429078,2.941212530471847,2.9289092823862224,2.859042414778121,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2_00000000000000000000,3.0350889413034516,2.932154146415106,2.995875124117879,2.852519159036592,2.927075495881744,rateOfSpread,2.895422800855908,2.977443393796068,2.6562272854795963,1.9981079600450344,0.9772438952691935,2.9518242558498313,2.537122661045488,2.3936059416293225,2.5910394010836098,2.8068380342540675,2.864962260041264,2.746676512433458,2.515143315848606,1.3669905876725903,2.80754000243133,2.917001711565986,0.5400683288824178,2.6863204063664714,2.7821115762491937,2.8917738905900214,2.9047930816608,2.8961403143741347,2.8952521138160856,2.8740548855076358,2.8290697667648654,2.789964937042167,1.9983224782386948,1.516806614835926,0.8892651129799738,1.6723950458473165,0.9831139733143573,0.39549377644900363,2.892654152766787,,3.018169952047794,2.9664793687047823,2.831847337505442,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
